ori_sentence,bias_labels
三十三万字的长篇小说《上山?上山?爱》具有浓烈的自传色彩，男 主角「万劫」其实就是李敖自况，写他三十年前与清纯的大学生叶葇邂逅相恋六天的缠绵，但之后即因「政治犯」罪名被逮，坐牢十年。而三十年后，也是「万劫」出狱十年后，他邂逅大学生君君，雨中共游，忘年之恋 ，同去扫君君母亲之墓，赫然发现墓碑上之名字是「叶　」，也...,"[0, 1, 0]"
季：她在后面洗了，结束的时候洗的。（寒死了..季MM蛮漂亮的，感觉好清纯竟然...）,"[0, 1, 0]"
季：她在后面洗了，结束的时候洗的。（寒死了..季MM蛮漂亮的，感觉好清纯竟然...）,"[0, 1, 0]"
他的声音在遥遥远远里有一种温柔的磁性和一种极具穿透力的质感，它们吸引着她。而且，他说的话，总是让一个未见过什么世面的女孩子感到无比的受用。,"[1, 0, 0]"
部反映“北漂”生活的电视剧《姐姐妹妹闯北京》。这部电视剧让赵薇开始小有名气，同时也引起了《还珠格格》制片人的注意，不过因为受到赵薇之前所塑造人物形象的假象所迷惑，琼瑶最初安排给赵薇的角色竟是知书达理、温婉可人的紫薇格格。,"[0, 1, 0]"
喜欢梁家辉是从第一眼看到《阮玲玉》里面的蔡楚生开始的，那时候我觉得这是一个特别儒雅的人，真的，华人影视圈里面很少会有这么儒雅气质的男演员。这么多年以来，我觉得我难过的时候可以看一看《东成西就》，里面真的让我很开心，此外，如果我真的需要找到一种文艺的感觉的话，我会选择《长恨歌》、《阮玲玉》这样一些片子，它可以让我比较哀伤，但也...,"[0, 1, 0]"
甜蜜蜜》让我们看到他的温柔细腻；《投名状》让我们看到他的狂野壮烈。而当他坐在我面前时，就像一个稚气未脱的大男孩。一只透明的水晶球可以折射各种颜色。,"[1, 1, 0]"
狄明哥，他穿着女装、戴着俏丽的假发，出现了。,"[0, 1, 0]"
克里斯的眼睛马上跟到那两只若有若无的脚上。一切关于这只脚的谣传都在他眼前被证实了。真的有如此残颓而俏丽的东西!,"[0, 1, 0]"
木兰溪畔，芳草芊芊，杂树成行。春天秧鸡欢唱，夏天野花飘香，到了冬天，相思树反而显 得更绿了，把俏丽的倩影，映在水面上。每晚结束广播之后，赵双环都习惯地在窗前站一会 儿，吸吸新鲜空气，望望远山的轮廓。好久以来，她就发现了那些夜色中的青年人。她知道 ∶“他们为谁而来，为谁伫立，任由露水浸湿女脚。然而她不...,"[1, 1, 0]"
多少年了，王晓鸣俏丽的面孔早从傅贵记忆中消失，但一听到她的声音，心里又禁不住砰砰地跳。,"[0, 1, 0]"
王蛮子走后，傅贵锁上门准备回家，却见走廊那头娉娉婷婷走过来一俏丽女子。,"[1, 1, 0]"
朴朴实实，干干净净，一副俏丽活泼而又不惹是生非的样子。,"[0, 1, 0]"
单眼皮，眼梢往上挑得厉害，稀稀淡淡的弯眉毛，更衬得双眸活泛、俏丽，一只周正的小尖鼻子，薄片子嘴，说起话来眼睛一翻一翻挺妖烧的。,"[0, 1, 0]"
她今天穿了一件淡粉色的的确良褂子，加上面若桃花，鲜嫩、俏丽得仿佛一掐能出水，这倒提醒我要去检查检查是不是得了什么不治之症，要不脸色怎么老是青白青白的。,"[0, 1, 0]"
那个年纪已经不轻，脸子也不俏丽的陌生女人。,"[0, 1, 0]"
“今天我们谁也不等，”婀墜厉声说，俏丽的三角脸上一双吊梢眼，两鬓高吊，梳得虚笼笼的。,"[0, 1, 0]"
九莉到他上海的住宅去看过他一次，见到秀男，俏丽白净的方圆脸，微鬈的长头髮披在背上，穿著件二蓝布罩袍，看上去至多二十几岁。那位闻先生刚巧也在，有点窘似的偏著身子鞠了一躬，穿著西装，三十几岁，脸上有点麻麻癩癩的，实在配不上她。,"[0, 1, 0]"
江涛回头一看，有两只俏丽的眼睛，从墙角上露出来。,"[0, 1, 0]"
我们协议已定，正式办了离婚手续。那天杜梅穿得很俏丽，薄施脂粉，我想她是不想使我伤感，搞一个凄凄惨惨的告别式。她的性格中有一种刚强的东西，或者不妨说，她也有很自尊的一面。,"[1, 1, 0]"
有些早晨，梅珊在紫藤架下披上戏装重温舞台旧梦，一招一式唱念做都很认真，花园里的人们看见梅珊的水袖在风中飘扬，梅珊舞动的身影也像一个俏丽的鬼魅。,"[0, 1, 0]"
再看那边的描红，压着一条手臂，打侧面孔，侧影俏丽，活似一幅海棠春睡图。,"[0, 1, 0]"
那女人已上了年纪，浓妆打扮，露着中年女人应有的胖膀子及粗腰身，她不愿节食，瘦了只有更干更憔悴，一张脸仍算俏丽。,"[1, 1, 0]"
五姑备了一席精致酒筵，亲向张无忌道谢，请了詹春作陪。五姑容色虽仍憔悴，但俏丽,"[0, 1, 0]"
张无忌心中一团混乱，这时才知：“原来蛛儿便是在蝴蝶谷中抓住我的那个少女阿离，她心中念念不忘的情郎，居然便就是我。”侧头细看，见她脸颊浮肿，哪里还有初遇时的半分俏丽？但眼如秋水，澄澈清亮，依稀记得仍如当年。灭绝师太冷冷的道：“她师父金花婆婆，听说也是跟魔教有梁子的。但金花婆婆实非正人，此刻我们不想多结仇家，暂且将她扣着。”殷梨亭道：“嗯，原来如此。姑娘，你对我无忌...,"[1, 1, 0]"
当下撕了一块衣襟，替殷离抹去脸上血渍，只见她脸蛋上横七竖八都是细细的一条条伤痕，显然是用倚天剑所划。殷离自被紫衫龙王金花婆婆所伤之后，流血甚多，体内蕴积的千蛛毒液随血而散，脸上浮肿已退了一大半，幼时俏丽的容颜这数日来本已略复旧观，此刻脸上多了这十几道剑伤，又变得狰狞可怖。张无忌又是心痛，又是恼怒，切齿道：“赵敏啊赵敏，但教你撞在我手里，张无忌若再饶你，当真枉自为人了。”定了定神，忙到山边采了些止血草药...,"[0, 1, 0]"
“段正淳微笑道：“似你这般俏丽无比的绝世美人，就算我是十恶不赦的凶徒，也舍不得在你脸上轻轻划半道指甲痕。”,"[0, 1, 0]"
游坦之应道：“是，姑娘！”转身向她马前走去，忍不住抬起头来瞧了她一眼。相隔四月，阿紫脸色红润，更增俏丽，游坦之心中怦的一跳，脚下一绊，合扑摔了一交，众人哄笑声中，急忙爬起，不敢再看她，慌慌张张的走到她身前。,"[0, 1, 0]"
王语嫣一张俏丽的脸庞果然转了过来。段誉看到她脸上带着一丝淡淡的忧郁，眼神中更有幽怨之色，寻思：“自从她与慕容复公子并肩而来，神色间始终欢喜无限，怎地忽然不高兴起来？难道……难道为了心中对我也有一点儿牵挂吗？”,"[0, 1, 0]"
挤眉弄眼，脸上作出种种怪样，萧峰定睛一看，见此人相貌与先前不同，再凝神瞧时，不由得又惊又喜，只见这人稀稀落落的胡子都是粘上去的，脸上搽了一片淡墨，黑黝黝的甚是难看，但焦黄胡子下透出来的，却是樱口端鼻的俏丽之态，正是阿紫。只听她压低嗓子，含含糊糊的道：“皇上的话，那永远是不会错的，你只须遵照皇上的话做，定有你的好处。喏，这是咱们大辽皇帝的圣谕，你恭恭敬敬的读上几遍罢。”说着从大袖中取出一张纸来，对着萧峰。,"[0, 1, 0]"
见她神情困顿，眼皮软垂，于是拉开棉被，帮她除去鞋袜外衣，叫她睡下，给她盖上了被，道：“快合上眼睛！妈看你睡着了再去。”郭襄依言合眼，一夜没睡，也真的倦了，过不多时，便即鼻息细细，沉沉入梦。黄蓉望着女儿俏丽的脸庞，心想：“三个儿女之中，我定要为你操心最多。你们三姊弟中，到底我最怜惜那一个，可也真的说不上来呢。”当下自行回房安睡。傍晚时分，武氏兄弟派了快马回报，说道南阳的大军粮草果然一焚而尽，火药爆炸，炸死...,"[1, 1, 0]"
她在店里转悠了一圈以后，挑了一件和她在大商场看中的那件很相像的外套。这衣服拿在手上看时，显得更漂亮了。女店员帮她穿上这衣服，恰巧非常合身。杜洛埃看到嘉莉穿上这衣服更增风采，不禁欣然微笑：她看上去真是俏丽。,"[1, 1, 0]"
赫斯渥和杜洛埃两人看着她的俏丽的身影，爱心更加炽烈。她显示出来的惊人才华，在这种金碧辉煌的场面中效果突出地展露出来，又得到剧情表现的情感和性格的适当烘托，使她在他们眼里更加迷人。在杜洛埃眼里，她已经不是原来那个嘉莉了。他盼望和她一起...,"[0, 1, 0]"
衫华丽的可爱妇女；那些密集的象大虫般有着金黄色眼睛的小汽车；那种早晚忽盛忽衰的生活，使他忘却了自己的孤独寂寞。他没有钱花，不能希望立刻有个顺利的发展，他却可以在这些街上漫步，望进那些窗户里去，爱慕那些俏丽的妇女，并且对报纸上每天宣布的各界不时取得的成功感到兴奋。在新闻里，常常会提到一个作家的一本书非常成功；一个科学家的一种新发现大有成就；一个哲学家的一种新理论很有发明；一个金融家的一笔投资非常得法。还有...,"[1, 1, 0]"
以后，不仅在晚饭时遇见她——这是很自然的——并且在早饭时也遇见（这使他有点儿奇怪），可是他并没有多去注意她。她很好，不过尤金却在想到另外一种类型的人儿。他认为她非常愉快和体贴；他喜欢她衣服的式样和她的俏丽，极感兴趣地注意着她，不知道她过的是一种什么生活，因为从他吃饭时和别的时候无意中听到的各种片断谈话里，他断定她是相当富裕的。在中央公园西边有套公寓房间，打牌，乘汽车玩耍，看戏，还有对人们的一般议论——不...,"[0, 1, 0]"
番，尽量发泄一下。她只觉得整个世界似乎又在她的四周塌了下去；由于她的计划，虽然她也有点儿怀疑，她还不肯相信尤金当真会再犯错误。她原先是想使他惊吓一下，可是真没有料到（也不希望）会有这种场面。这儿的这个俏丽的姑娘受了他的骗，而她自己竟成为自己计划的牺牲者，还有尤金。她觉得他是羞愧地站在那儿，准备听她把这个还未成熟的荒诞关系一下打断。在可能范围内，她原不打算在苏珊面前暴露自己的秘密的，可是自己的伤心，为他感...,"[0, 1, 0]"
以后，不仅在晚饭时遇见她——这是很自然的——并且在早饭时也遇见（这使他有点儿奇怪），可是他并没有多去注意她。她很好，不过尤金却在想到另外一种类型的人儿。他认为她非常愉快和体贴；他喜欢她衣服的式样和她的俏丽，极感兴趣地注意着她，不知道她过的是一种什么生活，因为从他吃饭时和别的时候无意中听到的各种片断谈话里，他断定她是相当富裕的。在中央公园西边有套公寓房间，打牌，乘汽车玩耍，看戏，还有对人们的一般议论——不...,"[0, 1, 0]"
番，尽量发泄一下。她只觉得整个世界似乎又在她的四周塌了下去；由于她的计划，虽然她也有点儿怀疑，她还不肯相信尤金当真会再犯错误。她原先是想使他惊吓一下，可是真没有料到（也不希望）会有这种场面。这儿的这个俏丽的姑娘受了他的骗，而她自己竟成为自己计划的牺牲者，还有尤金。她觉得他是羞愧地站在那儿，准备听她把这个还未成熟的荒诞关系一下打断。在可能范围内，她原不打算在苏珊面前暴露自己的秘密的，可是自己的伤心，为他感...,"[1, 1, 0]"
